Armazem;Deposito;         ;Produto;Descricao;Unidade;Saldo Anterior;Entradas;Saidas;Saldo Atual;Transito;Disponivel;Inventario;Diferenca;Diferenca Congelamento;Trans_Ant;Trans_Ant_nao_carregado;Trans_Dia_nao_carregado;Comodato OP03;Venda Vas OP85;Valorizacao;Sinal;               ;               ;               ;               ;               ;Saldo Unitário ;               ;               ;               ;               ;               ;               ;               ;Sub-Depósitos  ;Saldo Atual Real;Saldo Grade Real
01;20;000;00025176;51 ICE FRUIT MIX MORANGO + LARANJA GARRAFA VD;cx  ;         38/07 ;          0/00;          0/00;         38/07 ;          1/00 ;         37/07 ;          0/00 ;         37/07-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000002885,2562500;-;  ;     ;                   ;                   ;                   ; 00000000895;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         38/07 ;         37/07 
01;20;000;00025178;51 ICE LIMAO GARRAFA VD 275ML CX C24         ;cx  ;        270/21 ;          0/00;          0/00;        270/21 ;          0/00 ;        270/21 ;          0/00 ;        270/21-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000023801,7862500;-;  ;     ;                   ;                   ;                   ; 00000006501;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        270/21 ;        270/21 
01;20;000;00025194;CACHACA 51 LT 350ML CX C/12                  ;cx  ;        156/11 ;          0/00;          0/00;        156/11 ;          1/00 ;        155/11 ;          0/00 ;        155/11-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000002744,1333339;-;  ;     ;                   ;                   ;                   ; 00000001871;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        156/11 ;        155/11 
01;20;000;00025198;CACHACA 51 LATA DE ALUMINIO 473ML CX12       ;cx  ;         94/09 ;          0/00;          0/00;         94/09 ;          3/00 ;         91/09 ;          0/00 ;         91/09-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000004536,1200000;-;  ;     ;                   ;                   ;                   ; 00000001101;            ;                   ;                   ;                   ;                   ;                   ;                   ;          1/00 ;         93/09 ;         90/09 
01;20;000;00025220;CACHACA 51 PIRASS OURO DESCARTAVEL GFA DE VDR;un  ;          4/00 ;          0/00;          0/00;          4/00 ;          4/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000000,0000000; ;  ;     ;                   ;                   ;                   ;            ;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          4/00 ;          0/00 
01;20;000;00025546;GARRAFEIRA PL. AL. LAT. AB. PRETA BEES 1 UN P;un  ;      1.306/00 ;          0/00;          0/00;      1.306/00 ;          0/00 ;      1.306/00 ;          0/00 ;      1.306/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000035301,1800000;-;  ;     ;                   ;                   ;                   ; 00000001306;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      1.306/00 ;      1.306/00 
01;20;000;00025700;FUSION PET 2L SHRINK C/6                     ;cx  ;          0/03 ;          0/00;          0/00;          0/03 ;          0/00 ;          0/03 ;          0/00 ;          0/03-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000011,7699999;-;  ;     ;                   ;                   ;                   ; 00000000003;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          0/03 ;          0/03 
01;20;000;00025837;SPATEN N LT 473ML CX CARTAO C/12             ;cx  ;      7.228/11 ;          0/00;          0/00;      7.228/11 ;        264/00 ;      6.964/11 ;          0/00 ;      6.964/11-;          0/00 ;          0/00 ;          0/00 ;        176/00 ;          0/00 ;          0/00 ;00000153646,0616388;-;  ;     ;                   ;                   ;                   ; 00000083579;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      7.228/11 ;      6.964/11 
01;20;000;00026037;MONTILLA CARTA CRISTAL GFA VDR 1L            ;un  ;        943/00 ;          0/00;          0/00;        943/00 ;          0/00 ;        943/00 ;          0/00 ;        943/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000018454,5100000;-;  ;     ;                   ;                   ;                   ; 00000000943;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        943/00 ;        943/00 
01;20;000;00026099;TRIDENT XFRESH INTENSE ENVELOPE 8G CX21_     ;cx  ;        263/00 ;          0/00;          0/00;        263/00 ;          1/00 ;        262/00 ;          0/00 ;        262/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000006856,5399989;-;  ;     ;                   ;                   ;                   ; 00000005502;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        263/00 ;        262/00 
01;20;000;00026442;AMINDUS GRELHADITOS AMEND. TOR. S/ PELE PCT P;cx  ;          1/00 ;          0/00;          0/00;          1/00 ;          0/00 ;          1/00 ;          0/00 ;          1/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000000,0000000;-;  ;     ;                   ;                   ;                   ; 00000000006;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          1/00 ;          1/00 
01;20;000;00026462;ORIGINAL LT 473ML CX CARTAO C/12             ;cx  ;      9.716/09 ;         10/00;          0/00;      9.726/09 ;        176/00 ;      9.550/09 ;          0/00 ;      9.550/09-;          0/00 ;        836/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000206869,2450000;-;  ;     ;                   ;                   ;                   ; 00000114609;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;      9.726/09 ;      9.550/09 
01;20;000;00026936;YPIOCA CONTA GOTAS GOLD GARRAFA VIDRO 965ML  ;un  ;          1/00 ;          0/00;          0/00;          1/00 ;          0/00 ;          1/00 ;          0/00 ;          1/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000014,3300000;-;  ;     ;                   ;                   ;                   ; 00000000001;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;          1/00 ;          1/00 
01;20;000;00026941;PITU AGUARDENTE LATA DE ALUMINIO 473ML CX12  ;cx  ;        131/00 ;          0/00;          0/00;        131/00 ;          5/00 ;        126/00 ;          0/00 ;        126/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000006037,9199994;-;  ;     ;                   ;                   ;                   ; 00000001512;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        131/00 ;        126/00 
01;20;000;00027001;GORDONS GIN DRY GFA VD 750 ML                ;un  ;        162/00 ;          0/00;          0/00;        162/00 ;          0/00 ;        162/00 ;          0/00 ;        162/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000007025,9400000;-;  ;     ;                   ;                   ;                   ; 00000000162;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        162/00 ;        162/00 
01;20;000;00027177;HALLS MENTOL ENVELOPE 28G CX C/21            ;cx  ;         25/00 ;          0/00;          0/00;         25/00 ;          2/00 ;         23/00 ;          0/00 ;         23/00-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000000380,8800002;-;  ;     ;                   ;                   ;                   ; 00000000483;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;         25/00 ;         23/00 
01;20;000;00027179;HALLS MORANGO ENVELOPE 28G CX C/21           ;cx  ;        629/17 ;          0/00;          0/00;        629/17 ;          1/00 ;        628/17 ;          0/00 ;        628/17-;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;          0/00 ;00000010438,2380889;-;  ;     ;                   ;                   ;                   ; 00000013205;            ;                   ;                   ;                   ;                   ;                   ;                   ;          0/00 ;        629/17 ;        628/17 
